LOCATION_ID,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTY,LOCATION_SOURCE_VALUE,LATITUDE,LONGITUDE
435, ,,Hwasun-gun,Jeollanam-do,581,South Korea,581,34.9853772,127.0922246
436, ,,Jangheung-gun,Jeollanam-do,593,South Korea,593,34.5654112,126.9999075
437, ,,Jangseong-gun,Jeollanam-do,572,South Korea,572,35.2526448,126.793333
438, ,,Jindo-gun,Jeollanam-do,589,South Korea,589,34.4970827,126.3228259
439, ,,Mokpo-si,Jeollanam-do,586,South Korea,586,34.8377056,126.4291678
440, ,,Mokpo-si,Jeollanam-do,587,South Korea,587,34.7855283,126.3819714
441, ,,Muan-gun,Jeollanam-do,585,South Korea,585,34.9530168,126.3455542
442, ,,Naju-si,Jeollanam-do,582,South Korea,582,35.0284097,126.7189646
443, ,,Naju-si,Jeollanam-do,583,South Korea,583,34.9235373,126.6424945
444, ,,Sinan-gun,Jeollanam-do,588,South Korea,588,34.689373,125.981257
445, ,,Suncheon-si,Jeollanam-do,579,South Korea,579,34.9797083,127.4823983
446, ,,Suncheon-si,Jeollanam-do,580,South Korea,580,34.9095277,127.5016519
447, ,,Wando-gun,Jeollanam-do,591,South Korea,591,34.4305438,126.8168346
448, ,,Yeongam-gun,Jeollanam-do,584,South Korea,584,34.764788,126.6360464
449, ,,Yeonggwang-gun,Jeollanam-do,570,South Korea,570,35.215752,126.4283476
450, ,,Yeosu-si,Jeollanam-do,596,South Korea,596,34.8139118,127.7195854
451, ,,Yeosu-si,Jeollanam-do,597,South Korea,597,34.712478,127.7279139
452,Jung-gu,,Incheon,,224,South Korea,224,37.48623,126.5411
